seller_key,seller_id,total_revenue,orders_count,items_sold,avg_order_value,avg_review_score,cancelled_orders_rate,distinct_products_sold,cluster
1693,447d377bdb757058acb569025ee18a93,64.99,1,1,64.99,5.0,0.0,1,0
1592,76d336555bb25f3165d2f0d6da719c40,330.0,2,2,165.0,2.0,0.5,2,2
448,3076499bbc033a927bf4a8a41bcf7fd4,359.33,7,9,51.332857142857144,4.285714285714286,0.0,7,0
1205,bbaff50f3b708fda865918715276cd87,449.7,12,16,37.475,4.75,0.0,16,0
2545,9d681c7e12db302cb261e721040dde65,785.6,13,14,60.43076923076923,4.916666666666667,0.0,12,0
930,5d9f3746e112e696f98ea22c56b3e912,1322.64,1,1,1322.64,5.0,0.0,1,0
2776,1c742ac33582852aaf3bcfbf5893abcf,97.9,1,1,97.9,5.0,0.0,1,0
701,53b0300ca793f9834cd69c0678d35ee8,1662.15,5,10,332.43,5.0,0.0,5,0
1092,bb5d956dece964a06c12bceb66b923ae,1278.36,2,2,639.18,5.0,0.0,2,0
1861,20b54c376b794ed028df09a3cd88e8dc,1342.95,11,11,122.08636363636364,3.0,0.18181818181818182,11,0
132,353e21e8bf8de2722b4fae1636664b76,208.0,4,4,52.0,2.5,0.0,4,0
322,f5f46307a4d15880ca14fab4ad9dfc9b,1422.94,9,10,158.10444444444445,4.111111111111111,0.0,9,0
2757,6560211a19b47992c3666cc44a7e94c0,123304.83,1854,2033,66.50745954692556,3.908950495049505,0.0037756202804746495,1824,1
1414,9de4643a8dbde634fe55621059d92273,17560.34,72,81,243.8936111111111,4.522388059701493,0.0,70,0
2835,039b29ff3b3473435d0cd59040575de9,114.9,9,9,12.766666666666667,4.444444444444445,0.0,9,0
2346,02f5837340d7eb4f653d676c7256523a,3883.05,30,30,129.435,4.833333333333333,0.0,27,0
2600,6b89abe95848c850399130d149a39b63,1135.2,8,8,141.9,4.357142857142857,0.0,8,0
1953,5acd070dd3fe441bbb2ec1f1ede515ee,764.17,7,8,109.16714285714286,3.0,0.0,7,0
3082,17998cf586426bf0f2c3726cb0a4b211,69.8,2,2,34.9,4.0,0.0,2,0
863,b2c97074649f92197d9387d9033dda5f,684.71,10,11,68.471,4.7,0.0,11,0
2688,94c49f20a123aeb9360dbf80ff912bf6,277.75,3,3,92.58333333333333,4.0,0.0,2,0
1106,b1fc4f64df5a0e8b6913ab38803c57a9,7994.74,107,121,74.71719626168225,3.8568235294117645,0.0,88,0
1886,1d139e3a3b14025640d8df1b230aace0,36.49,2,2,18.245,3.5,0.0,2,0
1052,f62d7bb4a613ec758a03342d46b580b2,24665.0,32,32,770.78125,4.379310344827586,0.0,32,0
289,b3b17aab11f273023a5f22ca52e1eb70,6850.0,7,13,978.5714285714286,4.857142857142857,0.0,7,0
1413,dff87e4de60c9736ce8df835951b09bc,998.0,2,2,499.0,2.5,0.5,2,2
583,d3e7d37c0df9aef383f3f2a15b0dddfb,161.0,1,1,161.0,5.0,0.0,1,0
65,ae7ab174effdead6c241e547e4ca13f0,2778.6,6,7,463.1,4.333333333333333,0.0,6,0
2938,c68fb906c8f4b4b946d8386bfa6e5467,4541.16,45,48,100.91466666666666,4.536585365853658,0.0,45,0
1202,50a7e551a7b3f8d37cd6e32d8bfbe5ea,140.0,1,1,140.0,5.0,0.0,1,0
3000,8c91bfea4263b8fba54081460693e2a1,739.0,2,2,369.5,5.0,0.0,2,0
693,134b867a0f7f8bbe6abf10f91874891e,789.89,1,1,789.89,4.0,0.0,1,0
2450,fc59392d66ef99377e50356ee4f3b4e1,519.99,5,5,103.998,3.6,0.0,5,0
2762,4aba391bc3b88717ce08eb11e44937b2,7595.87,29,30,261.92655172413794,3.896551724137931,0.034482758620689655,29,0
1400,011b0eaba87386a2ae96a7d32bb531d1,99.98,1,2,99.98,4.0,0.0,1,0
744,3a490ba60afa30ece0e7d50cfe74a4f0,1529.2,8,8,191.15,4.625,0.0,8,0
2138,cb9fb4ca75d7ba8437480e8dde64fe98,532.14,10,10,53.214,4.0,0.0,10,0
527,67883baaae6134ee81b271a542613728,8167.9,19,19,429.88947368421054,4.233333333333333,0.0,18,0
1462,dbdd0ec73a4817971d962698f2fea022,6384.0,16,16,399.0,4.333333333333333,0.0,15,0
490,cb162c8eef257253782d245c08d9097c,34.99,1,1,34.99,5.0,0.0,1,0
119,2aafae69bf4c41fbd94053d9413e87ee,94.0,2,2,47.0,4.5,0.0,2,0
627,034b9387752bfa309f350a70cd45ffa3,96.0,8,8,12.0,4.5,0.0,8,0
286,e59e575a175fadcadf8479e191770425,199.9,1,1,199.9,5.0,0.0,1,0
376,4c4d546adf3c3868fe19c9ec6e9ffda9,111.7,2,3,55.85,4.0,0.0,2,0
2963,01c97ebb5cdac52891c0ed1c37ba0012,577.5,9,12,64.16666666666667,4.3125,0.0,9,0
147,fe4cd9461203cee790d36792420b310f,391.15,3,3,130.38333333333333,4.0,0.0,3,0
2473,8de8fe3af4449ed695d2434c933ed73e,2090.0,1,1,2090.0,5.0,0.0,1,0
480,7ecd59e5e20407131822c1a68ac59c1f,1466.71,24,29,61.11291666666666,4.391304347826087,0.0,23,0
860,f3041c2e75ec683697a6a5ea82192210,145.0,1,1,145.0,5.0,0.0,1,0
1834,7d948535954aaf8c5d39db007f74372e,194.0,4,4,48.5,3.75,0.0,4,0
2067,fa14641f57b655e933124a9ea49cd7a5,359.93,7,7,51.418571428571425,4.571428571428571,0.0,7,0
2711,e433f5fd4050e3352b5d83522b7fe24b,548.06,1,1,548.06,4.0,0.0,1,0
2608,431050a06a317f2b38168dec3dcd2b46,1487.8,12,12,123.98333333333333,4.2272727272727275,0.0,11,0
1941,d66c11a9572221d92fbb8c4897db5f9b,776.56,16,16,48.535,4.461538461538462,0.0,16,0
2432,3ea08c48e851106d2f584349daba335f,170.0,1,1,170.0,4.0,0.0,1,0
3019,bdb3edbaee43a761e2d4f258dc08f348,259.5,5,5,51.9,3.625,0.0,4,0
1470,1284de4ae8aa26997e748c851557cf0e,1459.97,3,3,486.6566666666667,2.6666666666666665,0.0,3,0
989,5a425cc503b39b262a847fd6212bf53b,1360.59,15,15,90.706,4.230769230769231,0.0,14,0
2930,bc07d855eac23aab5ac8a120f21d16b2,1283.11,12,13,106.92583333333333,4.166666666666667,0.0,12,0
2278,37dd29b36c458d82f74a953c40c43645,4536.99,7,8,648.1414285714286,3.857142857142857,0.0,7,0
535,9aa388272ee334b6ae07bc73706e254a,678.0,6,7,113.0,4.333333333333333,0.0,6,0
1159,daf565f087a52def0fd5c5825b3661bc,813.9,9,9,90.43333333333334,3.625,0.0,9,0
2117,fa18c782a4866d313cadab567097f8f1,58.99,1,1,58.99,1.0,1.0,1,2
2603,a425f92c199eb576938df686728acd20,1165.8,17,19,68.5764705882353,4.294117647058823,0.058823529411764705,19,0
642,25debeafbce801fdd479539350185eee,302.84,6,7,50.473333333333336,2.6666666666666665,0.16666666666666666,6,0
3056,a2e85714b56b1cb6bb24a9a6e6cad36f,339.7,2,3,169.85,1.0,0.0,3,0
2698,5444b12c82f21c923f2639ebc722c1ea,169.9,1,1,169.9,4.0,0.0,1,0
725,656591be56071d4c9ef4e5fee78a578a,1702.0,7,11,243.14285714285714,4.571428571428571,0.0,7,0
832,04fdea0c111866e6cf812f1570d6b5bd,1055.0,10,10,105.5,3.2,0.1,10,0
907,c9a06ece156bb057372c68718ec8909b,4688.9,14,14,334.9214285714286,2.7777777777777777,0.07142857142857142,9,0
1784,edd066cd02126d7800f9b66e980e9931,987.7,6,6,164.61666666666667,5.0,0.0,6,0
1766,8648b1e89e9b349e32d3741b30ec737e,7442.55,95,103,78.34263157894736,4.164050632911392,0.0,94,0
1001,a61cc04793308395a840807104365121,14.63,1,1,14.63,5.0,0.0,1,0
746,478bfe564db21eeb44386606aa30b650,182.7,3,3,60.9,4.666666666666667,0.0,3,0
1469,21e83881401b92b49fb09a16d3852291,3588.05,14,15,256.2892857142857,4.357142857142857,0.0,14,0
2656,9f505651f4a6abe901a56cdc21508025,26361.82,397,430,66.40256926952141,4.292918660287081,0.0,374,3
2942,89d9a386b0b6e5fc8403071b03f7206a,167.0,2,5,83.5,4.0,0.0,2,0
2242,902c99f1ac505c0d18778b61bcd636f7,157.96,4,4,39.49,4.0,0.0,4,0
2024,f08a5b9dd6767129688d001acafc21e5,14069.63,11,18,1279.0572727272727,4.2,0.0,10,0
1820,48162d548f5b1b11b9d29d1e01f75a61,20510.14,68,91,301.61970588235295,3.88671875,0.014705882352941176,71,0
1863,41c9d3997dd3c072c31139dc5bb5761f,998.8,3,3,332.93333333333334,4.333333333333333,0.0,3,0
1764,eec3469d83e142f9a104886655338c37,185.7,4,4,46.425,4.5,0.0,4,0
2562,d101c6da914ae3d53f7bee42283f2fe2,1297.4,13,16,99.8,3.6153846153846154,0.0,13,0
2132,bca9230d3bbb4efa51872bf605a2f1ad,117.57,5,5,23.514,4.0,0.0,5,0
1335,556a6409838156ea299c9d1f9e2dde43,1362.8,4,4,340.7,3.25,0.0,4,0
2187,dd58ee93286b0821565574c570e9e1dc,2948.0,2,2,1474.0,5.0,0.0,2,0
1305,916c9de0b5ad957346eeeb12f332687e,5480.25,23,28,238.27173913043478,4.545454545454546,0.043478260869565216,22,0
2679,4b90495391ac0bd181a80a459df1e718,248.0,1,1,248.0,4.0,0.0,1,0
3055,0873d9f8f36123f8d910f4760e788cfb,7265.59,6,6,1210.9316666666666,3.1666666666666665,0.0,6,0
1943,ed8cb7b190ceb6067227478e48cf8dde,573.5,15,17,38.233333333333334,3.0585714285714287,0.0,12,0
2940,6561d6bf844e464b4019442692b40e02,41.9,1,1,41.9,5.0,0.0,1,0
2699,9c351405b754cc5ce3e2ecf277bb034a,45.0,1,1,45.0,1.0,0.0,1,0
1568,7a241947449cc45dbfda4f9d0798d9d0,8027.63,62,72,129.47790322580644,3.8780357142857143,0.016129032258064516,59,0
2319,f9f68daa2af419d38f745478bcb3da1a,22.4,2,2,11.2,3.0,0.0,2,0
1297,3be634553519fb6536a03e1358e9fdc7,5370.95,83,99,64.71024096385543,4.03,0.0,82,0
1869,5b33b527da3c5b969cc99dc435cad09a,1872.79,16,17,117.049375,4.2,0.0,15,0
918,ef2fbc2b607d8492bcffe657a4645434,970.8,20,22,48.54,3.764705882352941,0.0,19,0
2527,2fb25ab44bdbeae6a4d816e0d0c9d500,683.08,5,5,136.616,4.8,0.0,5,0
1293,36890be00bbfc1cdb9a4a38a6af05a69,1361.3,13,13,104.71538461538462,4.25,0.0,12,0
2050,3364a91ec4d56c98e44174de954b94f6,3579.94,6,6,596.6566666666666,3.8333333333333335,0.0,6,0
2312,12c2ed9cded6138cf0c75f525f565fc7,314.96,4,4,78.74,4.25,0.0,4,0
848,28872dc528e978a639754bc8c2ce5a4c,1009.9,1,1,1009.9,5.0,0.0,1,0
1303,fec6912baad85d41729669edd6b4d3b8,210.0,1,1,210.0,1.0,0.0,1,0
2133,bbd3acfe6de99892e73940d3fdceaf68,69.0,2,2,34.5,3.0,0.0,2,0
430,5a93f3ab0ef4c84ed5e1b5dbf23978bc,2338.25,39,44,59.955128205128204,4.6891891891891895,0.0,39,0
3079,d6b664fa0667064c6d76394e7848d790,6080.0,6,6,1013.3333333333334,4.833333333333333,0.0,6,0
158,6481e96574816ead57975da2c0f6d80d,3324.9,32,43,103.903125,4.166666666666667,0.0,32,0
1703,5f2684dab12e59f83bef73ae57724e45,9000.87,68,74,132.36573529411766,3.8208928571428573,0.014705882352941176,62,0
2918,baa49d93c8c8841e27400a300f5d74b2,246.4,6,6,41.06666666666667,4.5,0.0,6,0
2943,1d0646a72178a6fb37ee8082140e06ec,61.0,2,2,30.5,5.0,0.0,2,0
459,6fd52c528dcb38be2eea044946b811f8,7743.02,67,84,115.56746268656717,3.3583333333333334,0.0,80,0
1783,e46bc031f2c5bae4ccb40bb90712e9b4,277.3,1,1,277.3,1.0,1.0,1,2
1588,79ee721b6f766066a80264402548d359,538.0,2,2,269.0,1.0,0.0,2,0
123,297d5eccd19fa9a83b2630071ff105e4,834.97,8,8,104.37125,5.0,0.0,8,0
2939,34f563c82a85b99ae9e6d60db5fc2e28,2332.3,8,8,291.5375,4.625,0.0,8,0
2051,9b013e03b2ab786505a1d3b5c0756754,9027.4,174,225,51.8816091954023,4.103852459016394,0.0,163,0
2305,9e7c5f4d7770eab65738cca38f9efccf,184.8,2,2,92.4,3.5,0.0,2,0
2135,3f84fefc07dc159b268d4a77d3e8c425,200.6,3,3,66.86666666666666,5.0,0.0,3,0
1418,2f09f7d37a97956d11cc1a7cadd5262b,2005.0,11,12,182.27272727272728,2.909090909090909,0.09090909090909091,11,0
1180,45d33f715e24d15a6ccf5c17b3a23e3c,4838.23,59,61,82.00389830508475,4.01313725490196,0.03389830508474576,57,0
881,8a2d12a90e92f012ce5226fc6592b653,1594.65,18,18,88.59166666666667,4.566666666666666,0.0,17,0
2123,2f74af7a0ee5636f12c2336f9fffed47,560.7,13,13,43.13076923076923,4.3076923076923075,0.0,13,0
385,55dedd83e501d8248880557d9073cbfd,1055.3,8,9,131.9125,4.875,0.0,8,0
492,be67f78487e2cecb0d55bc769709e4f5,102.0,1,1,102.0,5.0,0.0,1,0
3094,6c17baf138731a4aaacc3210adf2037b,538.8,4,5,134.7,5.0,0.0,5,0
2375,26f6b7ab07be3e9e69ce82a6552efc19,54.8,2,2,27.4,3.0,0.0,2,0
544,809413606dbfe5deefd2db646693ef67,196.68,3,5,65.56,4.333333333333333,0.0,4,0
1631,1cbd50a8c52e6cf8e315c5709fab386f,785.97,9,9,87.33,3.7777777777777777,0.0,9,0
2120,c826c40d7b19f62a09e2d7c5e7295ee2,45643.74,354,373,128.9371186440678,4.107831325301205,0.0,254,3
2163,b3809b8d4394588a47c8470ea331e135,89.0,1,1,89.0,4.0,0.0,1,0
1680,41da412d33e8da4f22baf55cb1bde82c,862.9,15,21,57.526666666666664,4.666666666666667,0.0,18,0
606,05ca864204d09595ae591b93ea9cf93d,179.9,1,1,179.9,5.0,0.0,1,0
2134,6b1c4d4d9ccf0be3d8544eb0e71e5318,1699.0,1,1,1699.0,5.0,0.0,1,0
1667,05a48cc8859962767935ab9087417fbb,42.9,1,1,42.9,5.0,0.0,1,0
308,e8f6dc8e6a1dcde89d20e3995c8d90b3,2256.34,36,48,62.67611111111111,3.935483870967742,0.0,41,0
2755,a63bfbaa882c8f4542891b4e2246cc7f,6772.0,7,7,967.4285714285714,4.428571428571429,0.0,7,0
880,1c5e4e49b9079480255b49d50aac1aa9,10173.11,12,12,847.7591666666667,4.333333333333333,0.0,12,0
1072,b88e7c57cb2d8b973b7dd4a2bfa14b36,353.9,4,4,88.475,4.25,0.0,4,0
1586,c353f8fc0ce8344999f17d578eb69a5e,175.98,2,2,87.99,5.0,0.0,2,0
2852,b1b3948701c5c72445495bd161b83a4c,24699.19,18,18,1372.1772222222223,1.8790909090909091,0.1111111111111111,13,0
2669,06a2c3af7b3aee5d69171b0e14f0ee87,36408.95,392,405,92.87997448979591,4.052631578947368,0.0,248,3
248,6e4a902d1054e4e17aa6eab87fac1c75,586.57,7,8,83.79571428571428,4.166666666666667,0.0,6,0
2725,52f976b17ea7f2f087f56dcc419328f6,7630.0,6,6,1271.6666666666667,3.6666666666666665,0.0,6,0
1918,542917da124346b47ea1ac79a93ce454,1303.9,20,20,65.195,4.240555555555556,0.0,20,0
208,82bd0703a4aefd6b599e5bfdaed378fb,2692.28,21,24,128.20380952380953,3.9210526315789473,0.047619047619047616,21,0
24,165b1235e9e9942cb5fae67103576fb0,2085.15,11,16,189.5590909090909,4.363636363636363,0.0,11,0
614,3d01d1c414c44b5943a09619ff3853cb,402.6,5,5,80.52,3.8,0.0,5,0
966,714b9a1332840f257b49f476bea4e341,1499.94,6,6,249.99,3.3333333333333335,0.0,6,0
1607,82e0a475a88cc9595229d8029273f045,10930.02,42,80,260.23857142857145,3.5405405405405403,0.023809523809523808,44,0
2712,d50d79cb34e38265a8649c383dcffd48,13012.42,70,70,185.89171428571427,4.301587301587301,0.0,68,0
94,f9244d45189d3a3605499abddeade7d5,15731.43,21,21,749.1157142857143,4.285714285714286,0.0,21,0
1055,f4ce8ca9fa7157e3b33f536ac9a4487d,409.6,4,4,102.4,4.75,0.0,4,0
1188,398cb257329ef7af7f1943a8974a3cbc,145.9,1,1,145.9,5.0,0.0,1,0
49,c878515173c84a492ebe50d6b493230b,1118.84,9,10,124.31555555555556,4.111111111111111,0.0,9,0
2148,fc906263ca5083d09dce42fe02247800,4497.7,114,119,39.453508771929826,4.423448275862069,0.0,108,0
2069,54065e9aef7e9e9c2dc23b7594db021a,8003.0,14,14,571.6428571428571,3.8076923076923075,0.07142857142857142,14,0
2110,48436dade18ac8b2bce089ec2a041202,12271.71,138,151,88.92543478260869,4.049333333333333,0.0,136,0
1955,c8b3445d737de6befde0c88ede534a5e,3149.04,30,36,104.968,4.375,0.0,28,0
1502,3481aa57cd91f9f9d3fa1fa12d9a3bf7,1773.03,25,25,70.9212,4.053181818181818,0.0,23,0
1752,fa8d335d68129e464e60c1826a683e96,139.9,1,1,139.9,4.0,0.0,1,0
846,69a43819c758c65a5befb0b471c954d7,299.85,2,3,149.925,4.0,0.0,3,0
2982,1fe5540d7c1c37a595fefbacd5570d9e,4537.6,20,25,226.88,4.295454545454546,0.0,14,0
2021,f97e2b0650c2068227e1d366140eb62f,3654.0,16,21,228.375,4.0,0.0,16,0
1969,17eea220a40cc0d2c0c5346379682398,1414.98,4,4,353.745,4.0,0.0,3,0
1642,48fb026ed7455a42f5d3e9390ed5088e,555.71,11,11,50.519090909090906,2.6363636363636362,0.0,11,0
1580,39c763cca83e654764b7a4a650fb9b7c,761.0,11,11,69.18181818181819,3.8181818181818183,0.0,11,0
477,091065b789659bc3cd9af9cb3a6253ff,1359.0,2,2,679.5,3.5,0.0,2,0
2907,da03c298e3999e9d828591fc2179d109,787.7,4,5,196.925,4.75,0.0,4,0
781,c3e1abd72a42fe690fcd89cf5720fe29,1798.61,13,13,138.35461538461539,4.461538461538462,0.0,13,0
1554,abe42c5d03695b4257b5c6cbf4e6784e,17159.0,50,50,343.18,3.9375,0.0,50,0
2431,42d4b7e70819438f5ada61c965e92d7e,49.6,1,3,49.6,1.0,0.0,2,0
1362,6624bc09786f0e41ae48dfc5eeb1a9e2,89.54,1,1,89.54,5.0,0.0,1,0
858,05f51e13da97139648b8125c31e5f51b,13769.01,60,63,229.4835,4.316326530612245,0.0,57,0
2606,2d20f1cd18725c91147da0791d498022,99.8,1,1,99.8,5.0,0.0,1,0
3010,15aac934c58d886785ac1b17953ea898,4353.9,25,26,174.156,4.231739130434782,0.0,25,0
1799,eddd1991bd6d9309995a480c39b95137,866.0,3,3,288.6666666666667,2.25,0.3333333333333333,3,0
406,f021c962aaba8ef6eb527a9c2c8394d1,4398.5,5,5,879.7,4.2,0.0,5,0
1509,6ebf4eceee4dd9847201c82e77ef8123,59.9,1,1,59.9,5.0,0.0,1,0
1683,9803a40e82e45418ab7fb84091af5231,4278.75,11,18,388.97727272727275,3.7272727272727275,0.0,15,0
2075,8160255418d5aaa7dbdc9f4c64ebda44,47017.69,385,431,122.12387012987013,4.095677083333333,0.0,364,3
2743,8b11118053756a9a2932f447e11fc1b5,79.99,1,1,79.99,3.0,0.0,1,0
2813,1554a68530182680ad5c8b042c3ab563,29052.53,247,269,117.62157894736842,4.286082474226804,0.0,245,3
2124,dcb7367a92f5ffb89f1e2152ed260285,79.9,1,1,79.9,5.0,0.0,1,0
1686,ef30892870c278497523264be1be2241,783.2,9,9,87.02222222222223,4.555555555555555,0.0,9,0
849,55a5b51f93f2b70ea513f5a047b0262a,4002.3,39,41,102.62307692307692,4.45945945945946,0.0,38,0
1573,0d4c8269e7f0401201794deef160edd6,792.64,3,4,264.2133333333333,3.6666666666666665,0.0,4,0
2228,a2fa0bdc798ee84cdb08281337cf4fb6,392.75,10,13,39.275,4.0,0.0,10,0
2365,a5dd1946fb63ada8bcaa0c9cd8f11e22,219.62,6,7,36.60333333333333,3.8333333333333335,0.0,6,0
2055,ede0c03645598cdfc63ca8237acbe73d,2518.37,46,50,54.747173913043476,3.836666666666667,0.021739130434782608,42,0
1905,9c690ceacd5c66731bf443ea810195cb,871.8,10,12,87.18,4.3,0.0,10,0
1698,fec8cd45395b3cb0c2b173d7739706a1,1280.0,4,4,320.0,3.75,0.0,4,0
919,2d22fc3089eb907b29ebff50581fb472,317.7,3,3,105.9,3.6666666666666665,0.0,3,0
1348,ef990a83bbea832f36ebe81376335aa8,4642.59,43,44,107.96720930232559,3.823529411764706,0.0,41,0
2956,458d868c9642f55f18f04e951a3fdde6,2718.0,2,2,1359.0,5.0,0.0,2,0
1894,e503f22be6a4f456d9851920a5d9c670,198.9,2,2,99.45,4.0,0.0,2,0
1096,f3055483058c84d75ca2a3314fb4deef,67.5,1,1,67.5,1.0,0.0,1,0
2841,54965bbe3e4f07ae045b90b0b8541f52,10961.3,78,86,140.52948717948718,3.569230769230769,0.0,77,0
932,1782ce2db72c3dda627d5e7c898104e1,2010.8,9,10,223.42222222222222,4.333333333333333,0.0,10,0
1273,fad44952713764836814be105382aee5,5129.0,32,32,160.28125,4.266666666666667,0.0,30,0
2572,333c4210e76a1aa2ab817b99437e3ff1,335.0,2,2,167.5,5.0,0.0,2,0
1673,7cb946b1ad19faebe28c3e86c2794ec3,25.0,1,1,25.0,5.0,0.0,1,0
961,3c010235b7345c92f125d14ee232a76b,3578.0,15,15,238.53333333333333,4.666666666666667,0.0,15,0
2298,b7cc6c5e001441ae8cdd5c69a480cbe4,651.8,6,6,108.63333333333334,4.166666666666667,0.16666666666666666,6,0
1433,8c5e007d7bd5693fa1386ffefbc99f6c,1029.11,9,24,114.34555555555555,4.238571428571428,0.0,11,0
2532,1fe61aa5494bd3ae92a2c13e067c810f,537.76,1,2,537.76,4.0,0.0,1,0
2215,30a2f535bb48308f991d0b9ad4a8c4bb,4731.3,71,87,66.63802816901408,4.4191935483870965,0.0,79,0
2403,5c030029b5916fed0986310385ec9009,4164.4,7,10,594.9142857142857,4.857142857142857,0.0,8,0
733,28fb0829fd777877cdc350d25cb5bd5b,499.6,4,4,124.9,3.75,0.0,4,0
1781,6650fcccd8cd2f7e55ffa524f30c4c59,529.7,3,3,176.56666666666666,2.6666666666666665,0.0,3,0
269,abc015ebac1d283a323ca9db35ede4b9,1106.8,12,13,92.23333333333333,4.7,0.0,12,0
261,213fafb0ca06fb3d5886579c2565791b,189.7,3,3,63.233333333333334,2.3333333333333335,0.0,3,0
2311,d58d521f3789def2e7a22715e0badd93,65.98,2,2,32.99,3.5,0.0,2,0
1728,578460d8319c51dab351cd9db95eadfe,235.0,1,1,235.0,3.0,0.0,1,0
1594,119d1aef1b4144adba89163f6cd9f5d4,1094.0,4,4,273.5,4.75,0.0,4,0
125,2a7c6c0b0d5efde2bf75ec1e1cec2d41,147.6,3,3,49.2,3.3333333333333335,0.0,3,0
1426,0ade5cc4a305ed7093a23f68ca47519c,158.88,2,2,79.44,5.0,0.0,2,0
700,acf974e4d5950ad143a247471b831eb9,423.8,5,12,84.76,4.75,0.0,5,0
1308,70f7e8018e3d46c748c92f026aa2585a,239.8,1,2,239.8,5.0,0.0,2,0
43,c963a25b8671419c6ce9eebe8fd03218,49.0,1,1,49.0,5.0,0.0,1,0
587,2ea0861cc19e94cad86438c984c52da4,165.6,6,6,27.6,3.3333333333333335,0.0,6,0
2592,84deb808079d1be601c209c1e771b1cc,34.93,2,2,17.465,5.0,0.0,2,0
1908,aded58c8142dedc5494a81f948431fab,289.5,4,5,72.375,3.75,0.0,5,0
1444,d4f117125b59ce73c3302f88ee40c458,783.29,17,17,46.07588235294118,4.833333333333333,0.0,17,0
1649,702835e4b785b67a084280efca355756,7.6,1,1,7.6,5.0,0.0,1,0
1090,8e2b3afb420011ef0c88c9d5f11ea526,1384.5,11,11,125.86363636363636,4.125,0.0,8,0
1687,6a3139c7bf09ece22a4713d956acbe5e,61.9,1,1,61.9,5.0,0.0,1,0
187,1c40343cc5d18c2d8248ac2f3366de34,2461.41,21,22,117.21,4.617647058823529,0.0,20,0
349,8a32e327fe2c1b3511609d81aaf9f042,6429.01,132,180,48.70462121212121,3.732843137254902,0.015151515151515152,132,0
2756,b7ed9fb14c8eadb37adb9c45d67ab0fb,566.0,7,11,80.85714285714286,3.2857142857142856,0.0,8,0
2953,b6dc74ed30f124f95227bed4e43a3bed,518.96,11,13,47.17818181818182,4.0,0.0,11,0
766,bcf5566870987da7bc811fbc8c5b9fd9,96.0,1,4,96.0,1.0,1.0,1,2
1533,c026ef0d72e9132d9fa112308090c8dc,520.0,1,1,520.0,4.0,0.0,1,0
1978,fd435faa3c0422b60440ea3480d0e77c,749.0,1,1,749.0,5.0,0.0,1,0
1789,2d50d6282f8aa2257819a77bfaa0efe0,3353.48,44,45,76.21545454545455,3.6666666666666665,0.0,43,0
2644,c97aa4ee7420f937da13b7f9e2228b99,29.9,1,1,29.9,1.0,0.0,1,0
2065,b2a6d334e2833acea353624840e25a0e,1650.98,25,26,66.0392,4.375,0.0,22,0
1416,63b9ae557efed31d1f7687917d248a8d,139.5,5,7,27.9,4.0,0.0,7,0
242,0bf0150d5b9d60d9cd2906003332f085,5774.6,39,62,148.06666666666666,3.7714285714285714,0.0,37,0
1024,1b938a7ec6ac5061a66a3766e0e75f90,3987.6,30,33,132.92,4.346153846153846,0.0,27,0
2991,47648caee88ccfe951fbb27fbf7b4cbe,1564.99,3,3,521.6633333333333,3.6666666666666665,0.0,3,0
677,9261d76c62caaf0b24677c2ceb7f8f20,968.7,6,7,161.45,3.8333333333333335,0.0,6,0
1576,6bcb2352a2a0c38b845f598298ab9d26,31.8,2,2,15.9,3.0,0.0,2,0
2633,1bb2bdb95f4841f1bba2c0d2cd83d3c9,5002.71,81,85,61.76185185185185,4.596521739130435,0.0,82,0
2226,eba88037e1dca898cd02881f67ced679,838.1,6,6,139.68333333333334,4.333333333333333,0.0,6,0
1954,99002261c568a84cce14d43fcffb43ea,4088.0,36,36,113.55555555555556,3.7205882352941178,0.0,36,0
2690,1b61fb1f0f2185d89e9a126c498e9cc7,49.7,1,1,49.7,5.0,0.0,1,0
2826,05aebce0b5c8f0d41b29b686f2d05fd3,74.99,2,2,37.495,5.0,0.0,2,0
1232,989becdce12ebc39863c2bceab6f3ca1,7840.88,18,18,435.6044444444444,4.555555555555555,0.0,18,0
1543,d4ffeb15b67e81ff9af2b4252d99fb7e,1400.4,11,12,127.30909090909091,4.333333333333333,0.0,11,0
1028,f114dca2828bf718548db175ebe2cfcd,139.0,1,1,139.0,1.0,0.0,1,0
29,7354220fb240bde543b3c40c060d41e7,672.0,7,7,96.0,4.571428571428571,0.0,7,0
4,6d988d6174a2c27441597174f8905515,371.73,19,23,19.564736842105262,4.277777777777778,0.0,18,0
2419,91f0eec23d4a61d7d7caeefa3f0ad1ca,2190.8,11,11,199.16363636363636,3.5454545454545454,0.0,11,0
96,5ab05b6d86d417796c69ffd6774ec832,1886.1,10,12,188.61,3.8,0.0,10,0
844,5d505d2298ad549e4e4e835562fa0c1e,249.8,2,2,124.9,5.0,0.0,2,0
2301,a2a41aedb70551d4a85aa04dc2fced48,52.79,2,2,26.395,4.0,0.0,2,0
980,cac876b37d3abcd6bd76caca30277996,2229.77,27,33,82.58407407407407,4.461538461538462,0.0,27,0
2068,3fac58ce0ad699020c7944d53c41329c,1244.95,10,16,124.495,4.388888888888889,0.0,13,0
1787,08633c14ef2db992c11f840f04fad4cd,7644.3,74,97,103.30135135135136,4.352,0.0,70,0
1890,f8d5c7085db9a4ad2b8c1ffbeb2798c8,263.0,6,6,43.833333333333336,5.0,0.0,6,0
1039,0c7f30ae9b147eca07affbef92832a6a,479.5,5,5,95.9,5.0,0.0,5,0
